0	 10393.939393939394
510	 10294.117647058822
1010	 10606.060606060608
2011	 10188.118811881188
2510	 10393.939393939394
3500	 10285.714285714284
4000	 10552.763819095477
4510	 10551.724137931036
5010	 10447.761194029852
5510	 10447.761194029852
6010	 10552.763819095477
6511	 10396.039603960397
7010	 10659.89847715736
7510	 10137.931034482759
8011	 10763.819095477387
8500	 10338.461538461539
9010	 10551.724137931036
9500	 10446.700507614214
10505	 10344.827586206897
11000	 10446.700507614214
11510	 10705.882352941177
14010	 10552.763819095477
14510	 10447.761194029852
15010	 10552.763819095477
16510	 10447.761194029852
18510	 10341.708542713568
19000	 10446.700507614214
19500	 10552.763819095477
20500	 10447.761194029852
21000	 10341.708542713568
22000	 10656.71641791045
22500	 10447.761194029852
23004	 10447.761194029852
23511	 10344.827586206897
24000	 10553.846153846154
25000	 10763.819095477387
25500	 10238.805970149255
26000	 10341.708542713568
27504	 10344.827586206897
28011	 10551.724137931036
28500	 10391.752577319588
31010	 10552.763819095477
31510	 10447.761194029852
32010	 10341.708542713568
33511	 10396.039603960397
34000	 10445.59585492228
34511	 10398.058252427183
35010	 10552.763819095477
35510	 10341.708542713568
36011	 10447.761194029852
37011	 10188.118811881188
37500	 10123.076923076922
38010	 10396.039603960397
40010	 10552.763819095477
40510	 10188.118811881188
43010	 10552.763819095477
44500	 10233.502538071067
45014	 10448.78048780488
45510	 10393.939393939394
46010	 10447.761194029852
48010	 10763.819095477387
48510	 10447.761194029852
49010	 10341.708542713568
49510	 10447.761194029852
50010	 10606.060606060608
50510	 10188.118811881188
51010	 10552.763819095477
52511	 10447.761194029852
53000	 10285.714285714284
53510	 10603.960396039603
54010	 10188.118811881188
55510	 10606.060606060608
56010	 10188.118811881188
57510	 10763.819095477387
58010	 10238.805970149255
59010	 10447.761194029852
59510	 10659.89847715736
60010	 10552.763819095477
62510	 10447.761194029852
63010	 10552.763819095477
63510	 10603.960396039603
65010	 10393.939393939394
65510	 10603.960396039603
66500	 10552.763819095477
67000	 10447.761194029852
67500	 10341.708542713568
69500	 10656.71641791045
70001	 10552.763819095477
72500	 10552.763819095477
73000	 10447.761194029852
74000	 10552.763819095477
74500	 10656.71641791045
75000	 10341.708542713568
76500	 10447.761194029852
78000	 10552.763819095477
79510	 10653.658536585366
80000	 10338.461538461539
82500	 10552.763819095477
83000	 10447.761194029852
84000	 10341.708542713568
84500	 10656.71641791045
85000	 10552.763819095477
86000	 10447.761194029852
86500	 10447.761194029852
87010	 10603.960396039603
88000	 10233.502538071067
88510	 10603.960396039603
89000	 10446.700507614214
90500	 10552.763819095477
91000	 10447.761194029852
92000	 10447.761194029852
94500	 10763.819095477387
95000	 10447.761194029852
95510	 10603.960396039603
96000	 10446.700507614214
97000	 10341.708542713568
97500	 10447.761194029852
98000	 10552.763819095477
98500	 10447.761194029852
99000	 10552.763819095477
99500	 10763.819095477387
100000	 10396.039603960397
102000	 10447.761194029852
102500	 10606.060606060608
103000	 10447.761194029852
104010	 10603.960396039603
105010	 10656.71641791045
106500	 10446.700507614214
109510	 10341.708542713568
110510	 10552.763819095477
111010	 10447.761194029852
111510	 10552.763819095477
112510	 10447.761194029852
113510	 10552.763819095477
114010	 10238.805970149255
115010	 10656.71641791045
