0	 10446.700507614214
511	 10705.882352941177
1010	 10341.708542713568
2512	 10603.960396039603
3010	 10446.700507614214
4000	 10659.89847715736
4501	 10552.763819095477
5500	 10447.761194029852
7000	 10285.714285714284
8000	 10606.060606060608
8510	 10653.658536585366
9000	 10446.700507614214
10010	 10344.827586206897
10515	 10656.71641791045
10991	 10389.473684210525
11510	 10449.76076555024
12010	 10447.761194029852
12510	 10552.763819095477
13010	 10552.763819095477
13510	 10447.761194029852
15000	 10553.846153846154
15511	 10448.78048780488
16010	 10552.763819095477
19010	 10552.763819095477
19510	 10447.761194029852
20510	 10552.763819095477
22510	 10396.039603960397
23010	 10552.763819095477
23510	 10447.761194029852
24010	 10552.763819095477
24511	 10447.761194029852
25010	 10552.763819095477
26511	 10763.819095477387
27010	 10238.805970149255
27500	 10553.846153846154
28511	 10447.761194029852
29511	 10552.763819095477
30010	 10763.819095477387
30510	 10447.761194029852
31010	 10447.761194029852
31510	 10552.763819095477
32500	 10446.700507614214
33000	 10606.060606060608
33500	 10396.039603960397
34000	 10552.763819095477
35511	 10447.761194029852
36000	 10553.846153846154
37000	 10285.714285714284
38501	 10553.846153846154
40010	 10448.78048780488
40510	 10552.763819095477
41000	 10393.939393939394
41500	 10606.060606060608
42010	 10758.620689655172
42500	 10446.700507614214
43511	 10398.058252427183
44010	 10552.763819095477
44500	 10446.700507614214
45010	 10551.724137931036
45511	 10447.761194029852
46010	 10552.763819095477
47510	 10552.763819095477
48010	 10238.805970149255
48510	 10552.763819095477
49010	 10447.761194029852
49511	 10552.763819095477
50500	 10553.846153846154
51010	 9962.79069767442
51520	 11041.237113402061
52500	 10606.060606060608
53010	 10448.78048780488
53511	 10447.761194029852
54000	 10714.285714285716
54500	 10552.763819095477
55010	 10448.78048780488
56010	 10551.724137931036
56511	 10447.761194029852
57000	 10553.846153846154
57500	 10447.761194029852
58010	 10396.039603960397
58510	 10656.71641791045
59000	 10338.461538461539
59511	 10448.78048780488
60010	 10552.763819095477
60512	 10396.039603960397
61010	 10552.763819095477
62010	 10552.763819095477
62510	 10447.761194029852
64000	 10393.939393939394
64510	 10551.724137931036
65010	 10552.763819095477
66010	 10656.71641791045
67010	 10552.763819095477
67500	 10446.700507614214
68000	 10552.763819095477
68510	 10243.90243902439
69511	 10552.763819095477
70010	 10447.761194029852
71010	 10552.763819095477
